district,ward,village,latitude,langitude,year,hh_served,functional_stat,pump_type,outlet,soak_away_pit,protecte,date_of_last_visit,vpm_visits_yearly,bh_committe,seasonality,aquifer_yield,bh_depth,palatabilit,total_dissolved_solids
Mutare,29,Betera,-19.5536213,32.3389288,2013,13,Fully Functional,Bush Pump Type A,1,False,Yes,2023-01-12,3,Functional,Perennial,30.0,45,True,14
Buhera,30,Chako,-19.8356605,32.3850274,2013,35,Partially Functional,Bush Pump Type B,1,True,Yes,2022-04-12,2,Functional,Perennial,31.0,104,False,888
Chimanimani,4,Mukotsori,-19.5598635,32.6905183,1998,60,Fully Functional,Bush Pump Type B,1,True,Yes,2023-03-25,6,Functional,Seasonal,11.0,27,True,299
Buhera,15,Mudzviti,-19.321261,31.7976922,2002,54,Non-Functional,Bush Pump Type B,1,True,Yes,2022-12-30,1,Functional,Seasonal,0.931484597,89,False,726
Chimanimani,6,Mhizha,-19.6435403,32.5671725,1986,45,Fully Functional,Submersible Pump,5,False,Yes,2023-03-03,5,Functional,Perennial,22.0,30,True,65
Mutare,29,Betera,-19.5747354,32.3414861,2020,11,Non-Functional,Bush Pump Type A,1,False,Yes,2022-02-08,1,Non-functional,Perennial,36.0,74,True,258
Buhera,19,Chenjerai,-19.5533318,31.7222531,2015,22,Fully Functional,Bush Pump Type B,1,False,No,2023-05-08,5,Functional,Perennial,16.0,22,True,402
Buhera,19,Ringarira,-19.5068189,31.7683139,1985,30,Fully Functional,Bush Pump Type B,1,False,Yes,2023-03-30,4,Functional,Perennial,18.0,69,True,74
Chimanimani,4,Mukotsori,-19.5557502,32.6829315,1982,35,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-19,3,Functional,Seasonal,4.0,74,True,34
Chimanimani,4,Mukotsori,-19.5141525,32.1453331,1986,25,Fully Functional,Bush Pump Type B,1,True,Yes,2023-04-09,5,Functional,Perennial,22.0,68,True,337
Mutare,28,Madondo,-19.4637843,32.4263433,1995,12,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-21,5,Functional,Perennial,16.0,50,True,388
Mutare,20,Musabayana,-19.276389,32.5913373,2015,30,Fully Functional,Bush Pump Type B,1,False,Yes,2023-05-22,6,Functional,Perennial,28.0,95,True,248
Chimanimani,4,Ngani,-19.5431146,32.1833012,2012,15,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-27,4,Functional,Perennial,0.874652749,115,True,349
Mutare,28,Muzama,-19.4652876,32.3393964,2015,42,Fully Functional,Bush Pump Type B,1,True,Yes,2022-07-04,1,Functional,Perennial,0.117834592,46,True,306
Buhera,6,Madamombe,-19.3112039,31.5246016,2010,20,Partially Functional,Bush Pump Type B,1,True,Yes,2023-04-05,3,Functional,Seasonal,50.0,46,True,288
Mutare,3,Stonedale,-18.443356,32.3350324,2013,17,Partially Functional,Bush Pump Type B,1,False,No,2022-10-21,1,Non-existent,Perennial,21.0,91,True,578
Chipinge,22,Shumba,-20.5991224,32.3046749,1980,30,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-03,5,Functional,Seasonal,0.751268729,31,True,123
Buhera,2,Mubaiwa,-19.223416,31.315125,1993,15,Partially Functional,Bush Pump Type C,1,True,Yes,2022-09-25,2,Non-Functional,Perennial,24.0,38,False,967
Mutare,5,Kambarami,-19.1084378,32.4717304,1987,30,Partially Functional,Bush Pump Type B,1,False,Yes,2022-08-24,2,Functional,Perennial,42.0,94,False,662
Mutasa,12,Magwanda,-18.5285854,32.6163366,1990,20,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-19,4,Functional,Perennial,29.0,112,False,744
Chipinge,22,Masosote A,-20.6449521,32.352688,2021,46,Fully Functional,Bush Pump Type B,1,True,Yes,2023-03-22,4,Functional,Perennial,49.0,23,True,361
Chimanimani,6,Mhizha,-19.6331334,32.5343442,1990,30,Partially Functional,Bush Pump Type B,1,True,Yes,2023-03-02,5,Functional,Seasonal,0.860916465,97,True,544
Mutare,15,Nehwangura,-19.1467707,32.6876384,1988,15,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-16,4,Functional,Perennial,14.0,79,True,18
Nyanga,19,Tundumaro,-18.1151984,32.7369957,1988,30,Partially Functional,Bush Pump Type A,1,False,Yes,2023-05-26,5,Functional,Perennial,47.0,86,True,400
Chipinge,22,Shumba,-20.6053421,32.2847351,1971,55,Fully Functional,Bush Pump Type B,1,False,Yes,2022-12-10,2,Functional,Perennial,0.9331967,103,True,193
Mutare,6,Neruunze,-19.0878437,32.6620772,2013,0,Non-Functional,Bush Pump Type B,1,False,Yes,2022-07-15,2,Non-functional,Seasonal,0.399683846,107,False,860
Mutare,3,Stonedale,-18.9442414,32.3235116,2013,17,Partially Functional,Bush Pump Type B,1,False,Yes,2022-10-01,2,Non-existent,Seasonal,0.726697782,76,True,510
Buhera,25,Taurai,-19.6113964,32.0335279,2013,7,Non-Functional,Bush Pump Type B,1,False,Yes,2023-04-24,3,Non-existent,Perennial,5.0,24,True,572
Chipinge,22,Shumba,-20.6019748,32.2979338,1998,35,Fully Functional,Bush Pump Type B,1,True,Yes,2023-03-25,3,Functional,Perennial,47.0,82,True,220
Makoni,39,Mashiri,-18.6786271,31.8908864,2002,23,Fully Functional,Bush Pump Type B,1,True,Yes,2022-08-01,1,Non-existent,Perennial,29.0,66,False,957
Mutare,29,Chishingwi,-19.5943451,32.3990674,1986,50,Non-Functional,Bush Pump Type B,1,False,Yes,2022-06-29,2,Non-existent,Perennial,12.0,84,True,526
Chipinge,25,RIMAI,-20.7702198,32.3617783,2020,55,Non-Functional,Bush Pump Type B,1,False,Yes,2023-01-04,3,Non-functional,Seasonal,0.42579727,108,True,224
Chipinge,22,Masosote A,-20.6483984,32.3461357,2015,39,Non-Functional,Bush Pump Type B,1,True,No,2022-02-26,1,Non-functional,Perennial,6.0,50,True,532
Chipinge,22,Solomon,-20.6187504,32.21029,1986,15,Fully Functional,Bush Pump Type B,1,False,Yes,2022-05-04,2,Functional,Perennial,19.0,25,True,113
Mutasa,18,Kudzunga,-18.7032786,32.641694,1995,25,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-25,6,Functional,Perennial,45.0,115,True,129
Mutare,3,Stonedale,-18.9996124,32.3254304,2015,20,Non-Functional,Bush Pump Type B,1,False,No,2022-10-05,1,Non-existent,Seasonal,0.812457267,42,True,455
Mutare,22,Muranda VILLAGE O,-19.4135421,32.6221287,2012,11,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-26,6,Functional,Perennial,35.0,36,True,303
Nyanga,16,30,-18.1382659,32.4797855,2015,21,Fully Functional,Bush Pump Type A,1,False,Yes,2023-03-13,4,Functional,Perennial,41.0,37,True,21
Mutasa,12,Dowera,-18.4609439,32.5647678,2010,23,Fully Functional,Bush Pump Type B,1,True,Yes,2022-08-05,2,Functional,Perennial,47.0,25,False,679
Mutare,22,Mukundu J Block,-19.3220205,32.541139,2013,31,Fully Functional,Bush Pump Type A,1,False,Yes,2022-03-31,2,Functional,Perennial,36.0,26,True,568
Chipinge,22,Solomon,-20.6111405,32.317747,1980,25,Non-Functional,Bush Pump Type B,1,False,Yes,2022-01-19,1,Non-existent,Seasonal,30.0,56,False,881
Nyanga,17,Nyamhanga,-17.9935367,32.6720241,1993,27,Partially Functional,Bush Pump Type B,1,False,Yes,2022-03-07,2,Functional,Perennial,46.0,52,True,271
Buhera,1,Huchu,-19.1394798,31.3624505,1987,32,Fully Functional,Bush Pump Type B,1,True,Yes,2022-05-21,1,Functional,Perennial,5.0,85,True,121
Makoni,5,Chigudu,-18.0434452,32.2063149,1990,17,Fully Functional,Bush Pump Type A,1,False,Yes,2022-12-31,2,Functional,Perennial,30.0,80,True,69
Makoni,9,Village 9,-18.0324387,32.4568879,2021,15,Partially Functional,Bush Pump Type A,1,False,Yes,2022-12-25,2,Non-Functional,Perennial,35.0,72,False,859
Mutare,24,Mavhiza,-19.4982569,32.2690992,1990,7,Fully Functional,Bush Pump Type B,1,False,Yes,2022-09-05,2,Functional,Perennial,31.0,58,True,79
Makoni,9,Village 26 Gowakowa,-18.1308148,32.3263776,1988,53,Partially Functional,Bush Pump Type B,1,False,Yes,2023-04-14,5,Functional,Perennial,1.0,79,True,420
Makoni,9,Village 3,-18.0187948,32.5086877,1988,26,Partially Functional,Bush Pump Type B,1,False,Yes,2022-09-23,2,Functional,Perennial,33.0,69,True,450
Chipinge,3,Mabuyaye,-20.1412228,32.351418,1945,21,Fully Functional,Bush Pump Type B,1,True,Yes,2023-04-23,4,Functional,Perennial,30.0,79,True,374
Buhera,11,Gurupa,-19.1886359,31.8053206,2013,25,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-18,5,Functional,Perennial,7.0,37,True,262
Mutare,15,Dzere,-19.1002495,32.680089,2015,50,Non-Functional,Bush Pump Type B,1,False,Yes,2022-03-24,2,Non-functional,Perennial,26.0,68,True,431
Buhera,2,Kurekwechuma,-19.198135,31.3443846,1971,12,Fully Functional,Bush Pump Type B,1,True,No,2023-04-07,3,Non-existent,Perennial,29.0,41,False,728
Chipinge,22,Chiso B,-20.564213,32.3140754,2013,38,Non-Functional,Bush Pump Type B,1,False,No,2022-03-21,2,Non-existent,Perennial,38.0,20,True,333
Mutare,14,Chitiyo,-19.1496792,32.5836987,2013,35,Partially Functional,Bush Pump Type A,1,False,Yes,2023-01-14,6,Functional,Perennial,0.096889915,73,False,714
Makoni,9,Village 8,-18.0463423,32.435347,2013,25,Partially Functional,Bush Pump Type B,1,False,Yes,2023-05-30,3,Functional,Seasonal,0.71427655,111,True,165
Makoni,9,Village 23 Gowakowa,-18.059518,32.3507513,1918,18,Partially Functional,Bush Pump Type A,1,False,Yes,2023-02-19,3,Functional,Perennial,50.0,67,True,545
Makoni,9,Village 9,-18.0226336,32.4555847,2002,34,Partially Functional,Bush Pump Type A,1,False,Yes,2023-05-24,3,Functional,Perennial,12.0,40,True,421
Chipinge,24,Madhuku 2,-20.6930095,32.3515402,1986,17,Non-Functional,Bush Pump Type B,1,False,Yes,2022-05-21,2,Non-functional,Perennial,34.0,22,False,944
Chipinge,24,Madhuku 1,-20.7433674,32.2888333,2020,50,Fully Functional,Bush Pump Type B,1,True,Yes,2023-04-20,5,Functional,Perennial,32.0,96,True,204
Chipinge,25,MAUNGA,-20.7779086,32.4314278,2015,21,Non-Functional,Bush Pump Type A,1,False,Yes,2023-02-13,3,Non-functional,Seasonal,0.732232191,112,True,310
Makoni,5,Chigudu,-18.0612335,32.197757,1985,11,Fully Functional,Submersible Pump,1,False,No,2022-06-11,2,Non-Functional,Perennial,9.0,22,True,438
Mutare,3,Matereke,-19.0043476,32.4370832,1982,24,Partially Functional,Bush Pump Type B,1,False,Yes,2023-05-17,3,Non-Functional,Seasonal,0.618897851,51,True,493
Chipinge,25,MAUNGA,-20.77271,32.4466766,1986,24,Non-Functional,Bush Pump Type A,1,False,Yes,2022-09-28,2,Non-functional,Perennial,0.445049525,68,True,555
Makoni,9,Village 42,-18.1835894,32.3480789,1989,58,Partially Functional,Bush Pump Type A,1,False,Yes,2022-12-12,1,Non-Functional,Perennial,12.0,100,True,358
Makoni,9,Village 7,-18.044137,32.524,1986,8,Partially Functional,Bush Pump Type A,1,False,Yes,2023-03-20,4,Functional,Perennial,29.0,35,True,302
Chipinge,29,Maparadze,-21.0600709,32.2566348,1995,34,Partially Functional,Bush Pump Type B,1,False,Yes,2022-01-19,2,Functional,Perennial,0.536509694,25,True,424
Makoni,9,Village 10,-18.0344421,32.4154163,2015,32,Partially Functional,Bush Pump Type B,1,False,Yes,2023-02-14,5,Functional,Seasonal,0.95357036,98,True,566
Buhera,25,Charehwandishe,-19.5874577,32.0721218,2012,20,Partially Functional,Bush Pump Type B,1,False,Yes,2023-04-23,6,Functional,Perennial,0.410278236,60,True,554
Makoni,5,Chigudu,-18.0452463,32.2038486,2015,13,Fully Functional,Bush Pump Type A,1,False,Yes,2023-02-11,5,Functional,Perennial,47.0,38,True,156
Chipinge,5,CHIKUKUTI 2 nyakumanwa,-20.387815,32.388244,2010,22,Fully Functional,Bush Pump Type B,1,True,Yes,2023-01-04,4,Functional,Perennial,0.36961338,40,True,262
Buhera,32,Musendeki,-19.4654972,31.8346205,2013,45,Fully Functional,Bush Pump Type B,1,False,Yes,2023-05-31,3,Non-existent,Perennial,24.0,73,True,548
Chipinge,25,MAUNGA,-20.7558096,32.4600259,1980,22,Fully Functional,Bush Pump Type B,1,False,Yes,2022-09-30,2,Functional,Perennial,45.0,72,True,217
Chipinge,25,MAUNGA,-20.7660155,32.4525378,1993,35,Non-Functional,Bush Pump Type B,1,False,Yes,2022-07-05,1,Functional,Perennial,31.0,53,False,971
Makoni,9,Village 2,-17.9864251,32.5737871,1987,25,Partially Functional,Bush Pump Type A,1,False,Yes,2022-02-01,2,Functional,Perennial,19.0,83,False,683
Chipinge,29,Mutechana,-21.0623844,32.3067943,1990,40,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-28,5,Functional,Perennial,45.0,45,True,108
Buhera,22,Mafuruse,-19.5429222,31.9714992,2021,10,Fully Functional,Bush Pump Type B,1,False,Yes,2023-03-09,3,Functional,Perennial,34.0,31,False,655
Mutare,3,Matereke,-19.0080746,32.4398773,1990,25,Non-Functional,Bush Pump Type B,1,False,Yes,2022-04-06,1,Non-functional,Seasonal,40.0,40,True,553
Chipinge,29,Maparadze,-21.0691812,32.2672343,1988,48,Partially Functional,Bush Pump Type B,1,False,Yes,2023-04-07,3,Non-Functional,Perennial,16.0,94,True,241
Chipinge,22,Shumba,-20.6093883,32.2795574,1988,60,Non-Functional,Bush Pump Type B,1,True,No,2022-11-30,2,Functional,Seasonal,0.640011819,78,True,149
Makoni,9,Village 4,-18.001911,32.5047477,1986,12,Fully Functional,Bush Pump Type B,1,False,Yes,2023-02-22,4,Functional,Perennial,47.0,40,False,874
Buhera,25,Mufambi,-19.5706324,32.0252793,1995,35,Partially Functional,Bush Pump Type B,1,False,Yes,2022-10-30,2,Functional,Perennial,7.0,33,True,192
Chipinge,29,Mutechana,-21.0656681,32.2969667,2015,23,Fully Functional,Bush Pump Type B,1,False,No,2023-03-17,5,Functional,Perennial,30.0,93,True,338
Makoni,9,Village 5,-18.0431005,32.4986268,2012,60,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-06,5,Functional,Perennial,0.488350906,84,True,106
Makoni,9,Village 22,-18.0625979,32.3946196,2015,45,Partially Functional,Bush Pump Type B,1,True,Yes,2023-03-20,3,Functional,Perennial,29.0,108,True,293
Chipinge,29,Maparadze,-21.0544414,32.2434524,2010,20,Partially Functional,Bush Pump Type B,1,False,Yes,2022-01-07,2,Functional,Perennial,3.0,51,True,502
Mutare,15,Dzere,-19.0944984,32.6878475,2013,65,Non-Functional,Bush Pump Type B,1,False,Yes,2022-08-15,2,Non-functional,Perennial,19.0,108,False,771
Makoni,9,Village 2,-18.003811,32.5474139,1980,63,Non-Functional,Bush Pump Type A,1,False,No,2022-05-21,1,Non-functional,Perennial,13.0,61,True,316
Makoni,5,Chigudu,-18.0541262,32.1989293,1993,15,Fully Functional,National Pump,1,False,No,2023-05-18,4,Functional,Perennial,0.768937896,106,True,202
Mutare,22,Padzura 1A,-19.2928579,32.7393074,1987,12,Fully Functional,Bush Pump Type B,1,False,Yes,2022-09-24,1,Non-Functional,Perennial,33.0,40,False,781
Makoni,9,Village 2,-18.0038476,32.5472507,1990,36,Non-Functional,Bush Pump Type A,1,False,No,2022-03-12,1,Non-functional,Perennial,45.0,21,True,459
Buhera,2,Mugwenhi,-19.2028902,31.3529816,2021,30,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-07,3,Functional,Perennial,0.264810468,57,False,985
Chipinge,24,Madhuku 1,-20.7294091,32.3331338,1990,45,Non-Functional,Bush Pump Type B,1,False,Yes,2022-11-04,1,Functional,Perennial,29.0,90,False,848
Buhera,25,Mufambi,-19.5771664,32.0364634,1988,60,Fully Functional,Bush Pump Type A,1,False,Yes,2023-01-31,4,Functional,Perennial,14.0,80,True,61
Mutare,24,Mavhiza,-19.4919361,32.2360795,1988,12,Non-Functional,Bush Pump Type B,1,True,Yes,2023-01-04,3,Functional,Perennial,44.0,30,True,419
Buhera,12,Maonde,-19.2187509,31.9067166,1994,19,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-10,6,Functional,Seasonal,0.1329873,35,True,359
Chipinge,25,MAUNGA,-20.7764345,32.423815,1989,25,Fully Functional,Bush Pump Type B,1,True,Yes,2023-02-14,6,Functional,Perennial,15.0,25,False,869
Makoni,9,Village 41,-18.17764,32.3213,1986,14,Partially Functional,Bush Pump Type B,1,False,Yes,2023-01-19,3,Functional,Perennial,10.0,101,True,234
Mutare,15,Chishakwe,-19.171775,32.6835544,1995,50,Non-Functional,Bush Pump Type B,1,False,Yes,2023-01-31,3,Non-functional,Perennial,11.0,72,True,440
Buhera,32,Hodhera,-19.4533704,31.8268083,2015,61,Partially Functional,Bush Pump Type B,1,False,Yes,2023-04-10,3,Non-existent,Perennial,24.0,58,True,114
Makoni,9,Village 8,-18.0610004,32.4782753,2012,56,Partially Functional,Bush Pump Type A,1,False,Yes,2022-07-27,2,Functional,Seasonal,0.00298222,62,True,371
Nyanga,8,Katatu,-17.8370167,32.6445301,2015,15,Fully Functional,Bush Pump Type B,1,True,Yes,2023-02-11,3,Functional,Perennial,31.0,57,True,534
Mutare,15,Chishakwe,-19.1789883,32.6671778,2010,20,Non-Functional,Bush Pump Type B,1,False,Yes,2022-10-16,1,Non-existent,Perennial,10.0,39,True,585
Chipinge,22,Shumba,-20.6033578,32.281314,2013,15,Fully Functional,Bush Pump Type B,1,True,Yes,2023-01-03,6,Functional,Perennial,35.0,34,True,518
Makoni,9,Village 1,-17.9853614,32.543779,1980,8,Fully Functional,Bush Pump Type B,1,False,Yes,2022-08-02,1,Non-Functional,Perennial,9.0,37,True,132
Makoni,9,Village 6,-18.0354476,32.5443315,1993,53,Fully Functional,Bush Pump Type A,1,True,Yes,2023-02-13,3,Functional,Perennial,22.0,81,True,310
Chipinge,25,MAUNGA,-20.77194,32.4362665,1987,45,Fully Functional,Bush Pump Type B,1,False,Yes,2022-01-07,2,Functional,Perennial,15.0,49,True,557
Mutare,15,Gosho,-19.1213064,32.6968049,1990,15,Non-Functional,Bush Pump Type B,1,False,Yes,2023-02-13,3,Non-existent,Perennial,45.0,109,True,364
Chipinge,24,Madhuku 2,-20.612513,32.213209,2021,18,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-23,5,Functional,Perennial,27.0,48,True,264
Chipinge,22,Detera,-20.6154612,32.2333016,1990,36,Fully Functional,Bush Pump Type B,1,True,No,2022-07-15,2,Non-Functional,Seasonal,0.099652908,79,True,63
Makoni,9,Village 19,-18.0946498,32.4459482,1988,50,Partially Functional,Bush Pump Type A,1,False,Yes,2022-03-01,2,Functional,Seasonal,0.58596297,97,True,286
Buhera,28,Mahachi,-19.6680373,32.1848644,1988,19,Fully Functional,Bush Pump Type B,1,False,Yes,2022-03-01,2,Non-Functional,Perennial,0.127168182,111,True,42
Chipinge,28,Sozayapi,-20.8959558,32.4323137,1989,58,Partially Functional,Bush Pump Type B,1,False,Yes,2023-02-02,3,Functional,Perennial,39.0,80,True,577
Chipinge,29,Mutechana,-21.0612332,32.3023777,1989,15,Non-Functional,Bush Pump Type B,1,False,No,2022-02-12,2,Non-existent,Perennial,21.0,88,True,138
Nyanga,8,TSVITO B,-17.8267776,32.5877526,2002,15,Non-Functional,Bush Pump Type B,1,True,Yes,2022-09-11,1,Non-functional,Perennial,6.0,36,True,411
Chipinge,29,Deruko,-21.052638,32.2864462,1986,9,Fully Functional,Bush Pump Type B,1,True,Yes,2023-01-07,6,Functional,Seasonal,36.0,90,True,394
Buhera,12,Mupariri,-19.1408627,31.9603296,1995,25,Fully Functional,Bush Pump Type B,1,True,Yes,2023-05-18,5,Functional,Perennial,25.0,104,True,250
Buhera,28,Mangwadza,-19.1535142,32.2146253,2015,32,Fully Functional,Bush Pump Type B,1,True,Yes,2022-12-15,1,Non-existent,Perennial,0.410534847,67,True,176
Chipinge,3,Mabuyaye,-20.141786,32.3520416,2012,14,Fully Functional,Bush Pump Type B,1,True,Yes,2023-01-30,3,Non-existent,Perennial,19.0,98,True,290
Chipinge,29,Mutechana,-21.0710446,32.2888466,2015,20,Fully Functional,Bush Pump Type B,1,False,No,2023-05-23,5,Functional,Perennial,41.0,58,True,411
Chipinge,29,Mhlambi,-21.040255,32.2223319,2010,20,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-31,6,Functional,Perennial,31.0,85,True,501
Mutare,15,Chitakatira,-19.1469444,32.678552,2013,30,Non-Functional,Bush Pump Type B,1,False,Yes,2022-04-14,1,Functional,Perennial,17.0,69,True,570
Chimanimani,3,Chitimani,-19.5659181,32.5431506,1980,20,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-10,6,Functional,Perennial,14.0,76,True,508
Chimanimani,3,Mubururu,-19.5583272,32.5532856,1993,45,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-09,3,Functional,Perennial,0.3363016,71,True,366
Buhera,12,Ngwazani,-19.1795553,31.946731,1987,45,Fully Functional,Bush Pump Type B,1,False,Yes,2022-02-06,1,Non-Functional,Perennial,37.0,39,True,328
Chimanimani,3,Chitimani,-19.5501324,32.5652828,1990,56,Fully Functional,Bush Pump Type A,1,True,Yes,2022-10-03,2,Non-Functional,Perennial,22.0,74,True,172
Makoni,7,19B,-18.2237671,32.1370351,2021,0,Non-Functional,Bush Pump Type A,1,False,Yes,2022-09-06,1,Non-existent,Perennial,43.0,60,True,217
Mutare,15,Mvududu,-19.1235614,32.68138,1990,18,Non-Functional,Bush Pump Type B,1,False,Yes,2022-10-14,2,Functional,Perennial,48.0,91,True,220
Buhera,28,Tatuma,-19.6634939,32.1686699,1988,28,Fully Functional,Bush Pump Type B,1,False,Yes,2022-09-24,2,Non-Functional,Perennial,47.0,60,True,227
Buhera,25,Marashabanga,-19.6223372,31.993054,1988,42,Fully Functional,Bush Pump Type A,1,False,Yes,2023-02-04,6,Functional,Perennial,47.0,105,True,85
Mutare,20,Reesai,-19.2536445,32.5901203,2013,20,Fully Functional,Bush Pump Type B,1,False,Yes,2023-04-18,3,Functional,Perennial,26.0,52,True,180
Chipinge,29,Mutechana,-21.0764698,32.2814722,2013,14,Partially Functional,Bush Pump Type B,1,False,Yes,2022-09-19,2,Functional,Seasonal,0.713753925,67,True,23
Nyanga,8,Manhimanzi,-17.8273347,32.5799619,2013,25,Fully Functional,Bush Pump Type B,1,True,Yes,2022-09-17,2,Functional,Perennial,20.0,83,True,279
Chipinge,29,Mhlambi,-21.0778748,32.2787874,1998,42,Non-Functional,Bush Pump Type B,1,False,No,2022-11-02,1,Non-existent,Seasonal,13.0,112,True,512
Mutare,20,Manyengavana,-19.2475566,32.5946401,2002,15,Partially Functional,Bush Pump Type B,1,True,Yes,2023-01-16,3,Functional,Seasonal,0.234385668,44,True,352
Buhera,23,Muuya,-19.426747,32.0976329,1986,28,Non-Functional,Bush Pump Type B,1,False,Yes,2023-05-26,3,Non-functional,Perennial,15.0,83,False,888
Mutare,15,Matiengane,-19.1230156,32.6884058,2020,30,Non-Functional,Bush Pump Type B,1,False,Yes,2022-04-24,1,Functional,Perennial,36.0,43,True,98
Chipinge,28,Fungai,-20.8832741,32.4281175,2015,0,Non-Functional,National Pump,1,False,Yes,2022-05-26,1,Functional,Seasonal,0.057845695,93,False,760
Nyanga,17,Nyakwangwa,-18.0562991,32.6699432,1985,33,Non-Functional,Bush Pump Type B,1,False,Yes,2023-01-16,3,Non-existent,Perennial,11.0,62,True,85
Chipinge,28,Fungai,-20.884178,32.437303,1986,10,Partially Functional,Bush Pump Type B,1,False,Yes,2023-04-17,5,Functional,Perennial,19.0,50,False,661
Chipinge,28,Fungai,-20.8762295,32.4328931,1995,35,Partially Functional,Bush Pump Type B,1,False,Yes,2023-02-05,3,Functional,Perennial,6.0,113,True,140
Chipinge,28,Fungai,-20.8853529,32.4377056,2015,10,Fully Functional,National Pump,1,False,Yes,2022-12-02,2,Functional,Seasonal,0.788786006,35,True,446
Chipinge,29,Bhohani,-21.0038703,32.2824761,2012,30,Non-Functional,Bush Pump Type B,1,False,Yes,2022-11-02,1,Non-functional,Seasonal,0.2383511,46,True,287
Chipinge,28,Fungai,-20.8928315,32.4048491,2015,0,Non-Functional,National Pump,1,False,No,2022-03-06,2,Non-existent,Seasonal,0.321716073,63,True,476
Chipinge,28,Fungai,-20.8814543,32.4472702,2010,16,Partially Functional,Bush Pump Type B,1,False,Yes,2023-01-23,6,Functional,Perennial,7.0,66,True,495
Makoni,25,Ruponga,-18.7600814,31.9223407,2013,33,Fully Functional,Bush Pump Type A,1,False,Yes,2023-02-16,5,Functional,Perennial,19.0,93,True,24
Makoni,7,4,-18.0927419,32.1630203,1980,0,Non-Functional,Bush Pump Type A,1,False,Yes,2022-05-19,2,Non-existent,Seasonal,0.754156497,114,False,756
Buhera,18,Mukute,-19.2139,31.182227,1993,10,Partially Functional,Bush Pump Type B,1,False,Yes,2023-05-23,6,Functional,Perennial,46.0,100,True,515
Chipinge,22,Chiso A,-20.5833078,32.31263,1987,0,Non-Functional,Bush Pump Type B,1,False,Yes,2022-07-15,1,Non-functional,Seasonal,0.460014161,21,False,628
Mutare,20,Manyengavana,-19.2489027,32.5973972,1990,30,Non-Functional,Bush Pump Type B,1,False,Yes,2022-03-23,2,Non-functional,Seasonal,0.255591382,30,True,530
Nyanga,8,Musongwe,-17.7799581,32.6604197,2021,35,Fully Functional,Bush Pump Type B,1,True,Yes,2023-01-06,4,Functional,Perennial,19.0,76,True,171
Chipinge,29,Bhohani,-20.9985199,32.2823431,1990,22,Non-Functional,Bush Pump Type B,1,False,No,2023-01-28,3,Non-existent,Seasonal,0.347612758,40,True,53
Chipinge,28,Chinyamukwakwa 2,-20.9434935,32.3435182,1988,12,Partially Functional,Bush Pump Type B,1,False,Yes,2022-04-02,2,Functional,Perennial,0.472427072,78,True,344
Chipinge,28,Fungai,-20.8764365,32.4413041,1988,10,Fully Functional,National Pump,1,False,No,2023-02-21,3,Non-Functional,Seasonal,0.636308503,72,True,381
Mutare,15,Matiengane,-19.1303429,32.6979501,2013,10,Non-Functional,Bush Pump Type B,1,False,No,2022-03-10,1,Non-functional,Perennial,16.0,49,True,114
Chimanimani,3,Namire,-19.5232948,32.6202013,2015,15,Fully Functional,Bush Pump Type B,1,True,Yes,2023-01-07,3,Functional,Perennial,34.0,22,True,87
Chipinge,29,Gavhiri 2,-21.032275,32.2142,1986,14,Fully Functional,Bush Pump Type B,1,True,Yes,2023-04-20,5,Functional,Seasonal,0.986291299,99,True,523
Mutare,20,Manyengavana,-19.2524344,32.6020319,1995,20,Fully Functional,Bush Pump Type A,1,True,Yes,2023-01-10,5,Functional,Seasonal,0.598619543,94,True,500
Chipinge,29,Deruko,-21.0488,32.285057,2015,13,Fully Functional,Bush Pump Type B,1,False,Yes,2022-10-10,2,Functional,Perennial,0.548982527,32,True,414
Chipinge,28,Jerera,-20.14206,32.4227262,2012,13,Partially Functional,Bush Pump Type B,1,False,Yes,2023-05-15,5,Functional,Perennial,37.0,82,True,376
Buhera,15,Chivandire,-19.3375171,31.6909735,2015,8,Fully Functional,Bush Pump Type B,1,True,No,2023-04-26,5,Functional,Perennial,18.0,92,True,446
Chipinge,28,Fungai,-20.8940718,32.4071856,2010,10,Fully Functional,Bush Pump Type B,1,False,Yes,2023-01-05,5,Functional,Seasonal,0.878781852,110,True,544
Chipinge,28,Fungai,-20.8353458,32.4231521,2013,20,Fully Functional,Bush Pump Type B,1,False,Yes,2023-03-27,5,Functional,Perennial,0.285283684,30,True,534
